contract,function,line,detector_id,severity,swc_id,source
buggy_7,Ownable.buyTicket_re_ent2(),97,naming-convention,Info,,slither
buggy_7,Ownable.claimReward_re_ent32(),237,naming-convention,Info,,slither
buggy_7,AccountWallet,340,naming-convention,Info,,slither
buggy_7,Ownable,42,naming-convention,Info,,slither
buggy_7,AccountWallet.withdrawFunds_re_ent31(uint256),317,naming-convention,Info,,slither
buggy_7,AccountWallet.buyTicket_re_ent30(),372,naming-convention,Info,,slither
buggy_7,AccountWallet.withdraw_balances_re_ent8(),393,naming-convention,Info,,slither
buggy_7,Ownable,140,naming-convention,Info,,slither
buggy_7,Ownable,152,naming-convention,Info,,slither
buggy_7,AccountWallet.bug_re_ent41(),298,naming-convention,Info,,slither
buggy_7,AccountWallet,307,naming-convention,Info,,slither
buggy_7,Ownable,26,naming-convention,Info,,slither
buggy_7,Ownable,236,naming-convention,Info,,slither
buggy_7,Ownable.withdrawFunds_re_ent38(uint256),252,naming-convention,Info,,slither
buggy_7,Ownable.withdrawFunds_re_ent38(uint256),252,naming-convention,Info,,slither
buggy_7,Ownable,166,naming-convention,Info,,slither
buggy_7,AccountWallet.bug_re_ent27(),308,naming-convention,Info,,slither
buggy_7,Ownable.callme_re_ent7(),279,naming-convention,Info,,slither
buggy_7,Ownable,108,naming-convention,Info,,slither
buggy_7,Ownable.withdrawFunds_re_ent17(uint256),109,naming-convention,Info,,slither
buggy_7,Ownable.claimReward_re_ent4(),265,naming-convention,Info,,slither
buggy_7,AccountWallet,297,naming-convention,Info,,slither
buggy_7,Ownable,82,naming-convention,Info,,slither
buggy_7,Ownable,264,naming-convention,Info,,slither
buggy_7,AccountWallet.withdraw_balances_re_ent1(),291,naming-convention,Info,,slither
buggy_7,Ownable,36,naming-convention,Info,,slither
buggy_7,AccountWallet.callme_re_ent14(),353,naming-convention,Info,,slither
buggy_7,Ownable,206,naming-convention,Info,,slither
buggy_7,AccountWallet,316,naming-convention,Info,,slither
buggy_7,Ownable,51,naming-convention,Info,,slither
buggy_7,Ownable.buyTicket_re_ent37(),141,naming-convention,Info,,slither
buggy_7,AccountWallet.buyTicket_re_ent23(),341,naming-convention,Info,,slither
buggy_7,Ownable.buyTicket_re_ent9(),167,naming-convention,Info,,slither
buggy_7,AccountWallet,352,naming-convention,Info,,slither
buggy_7,AccountWallet,371,naming-convention,Info,,slither
buggy_7,AccountWallet.withdrawFunds_re_ent31(uint256),317,naming-convention,Info,,slither
buggy_7,Ownable.withdrawBalance_re_ent19(),193,naming-convention,Info,,slither
buggy_7,Ownable.withdraw_balances_re_ent21(),10,naming-convention,Info,,slither
buggy_7,Ownable.withdrawFunds_re_ent3(uint256),153,naming-convention,Info,,slither
buggy_7,AccountWallet,339,naming-convention,Info,,slither
buggy_7,AccountWallet,370,naming-convention,Info,,slither
buggy_7,Ownable,139,naming-convention,Info,,slither
buggy_7,Ownable,62,naming-convention,Info,,slither
buggy_7,AccountWallet.claimReward_re_ent39(),409,naming-convention,Info,,slither
buggy_7,Ownable,165,naming-convention,Info,,slither
buggy_7,Ownable.withdrawFunds_re_ent3(uint256),153,naming-convention,Info,,slither
buggy_7,AccountWallet,408,naming-convention,Info,,slither
buggy_7,Ownable.claimReward_re_ent11(),27,naming-convention,Info,,slither
buggy_7,Ownable,278,naming-convention,Info,,slither
buggy_7,Ownable.withdrawBalance_re_ent12(),17,naming-convention,Info,,slither
buggy_7,Ownable,16,naming-convention,Info,,slither
buggy_7,Ownable.withdrawFunds_re_ent17(uint256),109,naming-convention,Info,,slither
buggy_7,Ownable,179,naming-convention,Info,,slither
buggy_7,Ownable.withdraw_balances_re_ent36(),37,naming-convention,Info,,slither
buggy_7,Ownable.withdrawBalance_re_ent40(),52,naming-convention,Info,,slither
buggy_7,AccountWallet.bug_re_ent41(),300,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,AccountWallet.callme_re_ent14(),355,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.claimReward_re_ent25(),184,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.callme_re_ent35(),45,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.buyTicket_re_ent37(),142,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,AccountWallet.buyTicket_re_ent23(),342,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.bug_re_ent20(),224,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,AccountWallet.withdrawFunds_re_ent31(uint256),320,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,AccountWallet.buyTicket_re_ent30(),373,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,AccountWallet.bug_re_ent27(),310,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.claimReward_re_ent11(),31,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.callme_re_ent42(),85,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.buyTicket_re_ent2(),98,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.claimReward_re_ent32(),241,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.withdrawBalance_re_ent12(),20,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.withdrawFunds_re_ent38(uint256),255,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.claimReward_re_ent4(),269,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.withdrawBalance_re_ent19(),196,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,AccountWallet.claimReward_re_ent39(),413,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.callme_re_ent7(),281,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,Ownable.withdraw_balances_re_ent36(),38,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_7,AccountWallet,315,unindexed-event-address,Info,,slither
buggy_8,YFT.callme_re_ent14(),420,arbitrary-send-eth,High,SWC-105,slither
buggy_8,YFT.buyTicket_re_ent30(),438,arbitrary-send-eth,High,SWC-105,slither
buggy_8,YFT.bug_re_ent13(),383,arbitrary-send-eth,High,SWC-105,slither
buggy_8,TokenERC20.bug_re_ent20(),238,arbitrary-send-eth,High,SWC-105,slither
buggy_8,TokenERC20.callme_re_ent7(),337,arbitrary-send-eth,High,SWC-105,slither
buggy_8,TokenERC20.buyTicket_re_ent2(),126,arbitrary-send-eth,High,SWC-105,slither
buggy_8,TokenERC20.callme_re_ent42(),117,arbitrary-send-eth,High,SWC-105,slither
buggy_8,YFT.callme_re_ent35(),496,arbitrary-send-eth,High,SWC-105,slither
buggy_8,YFT.buyTicket_re_ent37(),362,arbitrary-send-eth,High,SWC-105,slither
buggy_8,TokenERC20.bug_re_ent41(),106,arbitrary-send-eth,High,SWC-105,slither
buggy_8,TokenERC20.bug_re_ent27(),150,arbitrary-send-eth,High,SWC-105,slither
buggy_8,Ownable.buyTicket_re_ent9(),39,arbitrary-send-eth,High,SWC-105,slither
buggy_8,YFT.buyTicket_re_ent23(),400,arbitrary-send-eth,High,SWC-105,slither
buggy_8,Ownable.buyTicket_re_ent9(),39,reentrancy-eth,High,SWC-107,slither
buggy_8,YFT.withdrawFunds_re_ent3(uint256),373,reentrancy-eth,High,SWC-107,slither
buggy_8,TokenERC20.withdraw_balances_re_ent1(),97,reentrancy-eth,High,SWC-107,slither
buggy_8,TokenERC20.withdrawBalance_re_ent33(),138,reentrancy-eth,High,SWC-107,slither
buggy_8,YFT.bug_re_ent13(),383,reentrancy-eth,High,SWC-107,slither
buggy_8,Ownable.withdraw_balances_re_ent21(),10,reentrancy-eth,High,SWC-107,slither
buggy_8,YFT.withdrawFunds_re_ent17(uint256),354,reentrancy-eth,High,SWC-107,slither
buggy_8,YFT.withdraw_balances_re_ent8(),453,reentrancy-eth,High,SWC-107,slither
buggy_8,Ownable.withdrawBalance_re_ent40(),20,reentrancy-eth,High,SWC-107,slither
buggy_8,TokenERC20.withdrawBalance_re_ent26(),216,reentrancy-eth,High,SWC-107,slither
buggy_8,"TokenERC20._transfer(address,address,uint256)",195,dead-code,Info,,slither
buggy_8,>=0.4.22<0.6.0,5,solc-version,Info,SWC-103,slither
buggy_8,,0,solc-version,Info,SWC-103,slither
buggy_8,TokenERC20.withdrawBalance_re_ent33(),138,low-level-calls,Info,SWC-104,slither
buggy_8,TokenERC20.withdraw_balances_re_ent1(),97,low-level-calls,Info,SWC-104,slither
buggy_8,Ownable.buyTicket_re_ent9(),39,low-level-calls,Info,SWC-104,slither
buggy_8,Ownable.withdrawBalance_re_ent40(),20,low-level-calls,Info,SWC-104,slither
buggy_8,YFT.withdraw_balances_re_ent8(),453,low-level-calls,Info,SWC-104,slither
buggy_8,YFT.bug_re_ent13(),383,low-level-calls,Info,SWC-104,slither
buggy_8,YFT.withdrawFunds_re_ent17(uint256),354,low-level-calls,Info,SWC-104,slither
buggy_8,TokenERC20.withdrawBalance_re_ent26(),216,low-level-calls,Info,SWC-104,slither
buggy_8,Ownable.withdraw_balances_re_ent21(),10,low-level-calls,Info,SWC-104,slither
buggy_8,YFT.withdrawFunds_re_ent3(uint256),373,low-level-calls,Info,SWC-104,slither
buggy_8,TokenERC20,147,naming-convention,Info,,slither
buggy_8,TokenERC20.claimReward_re_ent32(),260,naming-convention,Info,,slither
buggy_8,TokenERC20.bug_re_ent41(),104,naming-convention,Info,,slither
buggy_8,TokenERC20,259,naming-convention,Info,,slither
buggy_8,"TokenERC20.transfer(address,uint256)",231,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawFunds_re_ent38(uint256),283,naming-convention,Info,,slither
buggy_8,Ownable.claimReward_re_ent25(),64,naming-convention,Info,,slither
buggy_8,TokenERC20,123,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawBalance_re_ent26(),213,naming-convention,Info,,slither
buggy_8,YFT.buyTicket_re_ent23(),399,naming-convention,Info,,slither
buggy_8,YFT,479,naming-convention,Info,,slither
buggy_8,YFT,359,naming-convention,Info,,slither
buggy_8,TokenERC20,95,naming-convention,Info,,slither
buggy_8,YFT.claimReward_re_ent39(),466,naming-convention,Info,,slither
buggy_8,Ownable,8,naming-convention,Info,,slither
buggy_8,YFT,451,naming-convention,Info,,slither
buggy_8,YFT,493,naming-convention,Info,,slither
buggy_8,TokenERC20,86,naming-convention,Info,,slither
buggy_8,TokenERC20,212,naming-convention,Info,,slither
buggy_8,YFT.withdrawFunds_re_ent17(uint256),351,naming-convention,Info,,slither
buggy_8,YFT,369,naming-convention,Info,,slither
buggy_8,YFT.bug_re_ent13(),381,naming-convention,Info,,slither
buggy_8,TokenERC20,308,naming-convention,Info,,slither
buggy_8,YFT,465,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawBalance_re_ent12(),77,naming-convention,Info,,slither
buggy_8,"TokenERC20.approve(address,uint256)",276,naming-convention,Info,,slither
buggy_8,YFT.withdraw_balances_re_ent36(),480,naming-convention,Info,,slither
buggy_8,TokenERC20,114,naming-convention,Info,,slither
buggy_8,YFT,350,naming-convention,Info,,slither
buggy_8,TokenERC20.buyTicket_re_ent2(),125,naming-convention,Info,,slither
buggy_8,TokenERC20,124,naming-convention,Info,,slither
buggy_8,TokenERC20.bug_re_ent20(),236,naming-convention,Info,,slither
buggy_8,TokenERC20.claimReward_re_ent4(),309,naming-convention,Info,,slither
buggy_8,"TokenERC20.transfer(address,uint256)",231,naming-convention,Info,,slither
buggy_8,"TokenERC20.transferFrom(address,address,uint256)",253,naming-convention,Info,,slither
buggy_8,YFT.withdrawFunds_re_ent3(uint256),370,naming-convention,Info,,slither
buggy_8,Ownable,37,naming-convention,Info,,slither
buggy_8,TokenERC20.bug_re_ent27(),148,naming-convention,Info,,slither
buggy_8,YFT.withdrawFunds_re_ent17(uint256),351,naming-convention,Info,,slither
buggy_8,TokenERC20,334,naming-convention,Info,,slither
buggy_8,YFT.withdraw_balances_re_ent8(),452,naming-convention,Info,,slither
buggy_8,"TokenERC20.approve(address,uint256)",276,naming-convention,Info,,slither
buggy_8,TokenERC20.claimReward_re_ent11(),87,naming-convention,Info,,slither
buggy_8,YFT,435,naming-convention,Info,,slither
buggy_8,"TokenERC20.burnFrom(address,uint256)",325,naming-convention,Info,,slither
buggy_8,YFT,436,naming-convention,Info,,slither
buggy_8,"TokenERC20.transferFrom(address,address,uint256)",253,naming-convention,Info,,slither
buggy_8,YFT.buyTicket_re_ent37(),361,naming-convention,Info,,slither
buggy_8,TokenERC20.callme_re_ent7(),335,naming-convention,Info,,slither
buggy_8,Ownable,16,naming-convention,Info,,slither
buggy_8,YFT,397,naming-convention,Info,,slither
buggy_8,Ownable.buyTicket_re_ent9(),38,naming-convention,Info,,slither
buggy_8,"TokenERC20.transferFrom(address,address,uint256)",253,naming-convention,Info,,slither
buggy_8,TokenERC20,103,naming-convention,Info,,slither
buggy_8,TokenERC20,76,naming-convention,Info,,slither
buggy_8,YFT.callme_re_ent14(),418,naming-convention,Info,,slither
buggy_8,YFT.callme_re_ent35(),494,naming-convention,Info,,slither
buggy_8,Ownable.withdraw_balances_re_ent21(),9,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawFunds_re_ent31(uint256),159,naming-convention,Info,,slither
buggy_8,YFT,417,naming-convention,Info,,slither
buggy_8,YFT,380,naming-convention,Info,,slither
buggy_8,YFT.withdrawFunds_re_ent3(uint256),370,naming-convention,Info,,slither
buggy_8,TokenERC20,158,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawBalance_re_ent19(),183,naming-convention,Info,,slither
buggy_8,TokenERC20.callme_re_ent42(),115,naming-convention,Info,,slither
buggy_8,TokenERC20,235,naming-convention,Info,,slither
buggy_8,Ownable,36,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawFunds_re_ent38(uint256),283,naming-convention,Info,,slither
buggy_8,YFT.buyTicket_re_ent30(),437,naming-convention,Info,,slither
buggy_8,"TokenERC20.burnFrom(address,uint256)",325,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawFunds_re_ent31(uint256),159,naming-convention,Info,,slither
buggy_8,TokenERC20,182,naming-convention,Info,,slither
buggy_8,TokenERC20.burn(uint256),301,naming-convention,Info,,slither
buggy_8,YFT,398,naming-convention,Info,,slither
buggy_8,TokenERC20.withdraw_balances_re_ent1(),96,naming-convention,Info,,slither
buggy_8,TokenERC20,282,naming-convention,Info,,slither
buggy_8,YFT,360,naming-convention,Info,,slither
buggy_8,TokenERC20,134,naming-convention,Info,,slither
buggy_8,Ownable,63,naming-convention,Info,,slither
buggy_8,TokenERC20.withdrawBalance_re_ent33(),135,naming-convention,Info,,slither
buggy_8,Ownable.withdrawBalance_re_ent40(),17,naming-convention,Info,,slither
buggy_8,TokenERC20.callme_re_ent42(),117,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.withdrawFunds_re_ent31(uint256),162,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.bug_re_ent41(),106,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.claimReward_re_ent32(),264,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.withdrawBalance_re_ent19(),186,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT.buyTicket_re_ent30(),438,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.callme_re_ent7(),337,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT.buyTicket_re_ent23(),400,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT.withdraw_balances_re_ent36(),481,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.bug_re_ent20(),238,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.withdrawBalance_re_ent12(),80,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT.claimReward_re_ent39(),470,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.claimReward_re_ent11(),91,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,Ownable.claimReward_re_ent25(),68,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.claimReward_re_ent4(),313,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.withdrawFunds_re_ent38(uint256),286,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.bug_re_ent27(),150,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT.callme_re_ent35(),496,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,TokenERC20.buyTicket_re_ent2(),126,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT.buyTicket_re_ent37(),362,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT.callme_re_ent14(),420,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_8,YFT,389,unindexed-event-address,Info,,slither
buggy_8,TokenERC20,101,constable-states,Info,,slither
buggy_9,TokenERC20.buyTicket_re_ent30(),314,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.bug_re_ent13(),183,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.callme_re_ent14(),292,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.buyTicket_re_ent37(),90,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.bug_re_ent27(),162,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.bug_re_ent20(),151,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.buyTicket_re_ent9(),108,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.callme_re_ent35(),399,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.callme_re_ent7(),256,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.buyTicket_re_ent23(),274,arbitrary-send-eth,High,SWC-105,slither
buggy_9,TokenERC20.withdrawBalance_re_ent26(),141,reentrancy-eth,High,SWC-107,slither
buggy_9,TokenERC20.bug_re_ent13(),183,reentrancy-eth,High,SWC-107,slither
buggy_9,TokenERC20.buyTicket_re_ent9(),108,reentrancy-eth,High,SWC-107,slither
buggy_9,TokenERC20.withdraw_balances_re_ent8(),335,reentrancy-eth,High,SWC-107,slither
buggy_9,XLToken.withdrawBalance_re_ent33(),441,reentrancy-eth,High,SWC-107,slither
buggy_9,TokenERC20.withdrawFunds_re_ent3(uint256),100,reentrancy-eth,High,SWC-107,slither
buggy_9,Ownable.withdrawFunds_re_ent17(uint256),59,reentrancy-eth,High,SWC-107,slither
buggy_9,TokenERC20.withdrawBalance_re_ent40(),422,reentrancy-eth,High,SWC-107,slither
buggy_9,,0,solc-version,Info,SWC-103,slither
buggy_9,>=0.4.22<0.6.0,5,solc-version,Info,SWC-103,slither
buggy_9,TokenERC20.withdraw_balances_re_ent8(),335,low-level-calls,Info,SWC-104,slither
buggy_9,TokenERC20.withdrawBalance_re_ent40(),422,low-level-calls,Info,SWC-104,slither
buggy_9,XLToken.withdrawBalance_re_ent33(),441,low-level-calls,Info,SWC-104,slither
buggy_9,TokenERC20.withdrawFunds_re_ent3(uint256),100,low-level-calls,Info,SWC-104,slither
buggy_9,TokenERC20.buyTicket_re_ent9(),108,low-level-calls,Info,SWC-104,slither
buggy_9,TokenERC20.bug_re_ent13(),183,low-level-calls,Info,SWC-104,slither
buggy_9,TokenERC20.withdrawBalance_re_ent26(),141,low-level-calls,Info,SWC-104,slither
buggy_9,Ownable.withdrawFunds_re_ent17(uint256),59,low-level-calls,Info,SWC-104,slither
buggy_9,TokenERC20.withdraw_balances_re_ent8(),334,naming-convention,Info,,slither
buggy_9,TokenERC20,159,naming-convention,Info,,slither
buggy_9,TokenERC20.claimReward_re_ent39(),354,naming-convention,Info,,slither
buggy_9,"TokenERC20.transfer(address,uint256)",285,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawFunds_re_ent38(uint256),223,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawBalance_re_ent26(),138,naming-convention,Info,,slither
buggy_9,TokenERC20,87,naming-convention,Info,,slither
buggy_9,TokenERC20,375,naming-convention,Info,,slither
buggy_9,TokenERC20.buyTicket_re_ent9(),107,naming-convention,Info,,slither
buggy_9,"TokenERC20.transferBatch(address[],uint256[])",410,naming-convention,Info,,slither
buggy_9,TokenERC20.callme_re_ent35(),397,naming-convention,Info,,slither
buggy_9,TokenERC20,311,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawFunds_re_ent3(uint256),97,naming-convention,Info,,slither
buggy_9,TokenERC20,271,naming-convention,Info,,slither
buggy_9,TokenERC20,137,naming-convention,Info,,slither
buggy_9,TokenERC20,96,naming-convention,Info,,slither
buggy_9,TokenERC20,236,naming-convention,Info,,slither
buggy_9,Ownable.claimReward_re_ent32(),69,naming-convention,Info,,slither
buggy_9,"TokenERC20.approve(address,uint256)",307,naming-convention,Info,,slither
buggy_9,TokenERC20,333,naming-convention,Info,,slither
buggy_9,TokenERC20.buyTicket_re_ent23(),273,naming-convention,Info,,slither
buggy_9,TokenERC20,180,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawBalance_re_ent40(),419,naming-convention,Info,,slither
buggy_9,TokenERC20.buyTicket_re_ent30(),313,naming-convention,Info,,slither
buggy_9,TokenERC20,418,naming-convention,Info,,slither
buggy_9,TokenERC20.bug_re_ent20(),149,naming-convention,Info,,slither
buggy_9,TokenERC20.claimReward_re_ent4(),237,naming-convention,Info,,slither
buggy_9,"TokenERC20.transfer(address,uint256)",285,naming-convention,Info,,slither
buggy_9,"TokenERC20.transferBatch(address[],uint256[])",410,naming-convention,Info,,slither
buggy_9,Ownable,68,naming-convention,Info,,slither
buggy_9,"TokenERC20.transferFrom(address,address,uint256)",328,naming-convention,Info,,slither
buggy_9,TokenERC20.bug_re_ent27(),160,naming-convention,Info,,slither
buggy_9,TokenERC20,253,naming-convention,Info,,slither
buggy_9,TokenERC20.bug_re_ent13(),181,naming-convention,Info,,slither
buggy_9,Ownable,55,naming-convention,Info,,slither
buggy_9,Ownable.withdrawFunds_re_ent17(uint256),56,naming-convention,Info,,slither
buggy_9,TokenERC20,88,naming-convention,Info,,slither
buggy_9,"TokenERC20.allowance(address,address)",268,naming-convention,Info,,slither
buggy_9,"TokenERC20.approve(address,uint256)",307,naming-convention,Info,,slither
buggy_9,TokenERC20,353,naming-convention,Info,,slither
buggy_9,TokenERC20.balanceOf(address),250,naming-convention,Info,,slither
buggy_9,XLToken.withdrawBalance_re_ent33(),438,naming-convention,Info,,slither
buggy_9,"TokenERC20.transferFrom(address,address,uint256)",328,naming-convention,Info,,slither
buggy_9,TokenERC20.callme_re_ent7(),254,naming-convention,Info,,slither
buggy_9,TokenERC20,106,naming-convention,Info,,slither
buggy_9,"TokenERC20.transferFrom(address,address,uint256)",328,naming-convention,Info,,slither
buggy_9,TokenERC20,396,naming-convention,Info,,slither
buggy_9,TokenERC20.claimReward_re_ent25(),117,naming-convention,Info,,slither
buggy_9,TokenERC20,312,naming-convention,Info,,slither
buggy_9,"TokenERC20.mint(address,uint256)",387,naming-convention,Info,,slither
buggy_9,XLToken,437,naming-convention,Info,,slither
buggy_9,TokenERC20.callme_re_ent14(),290,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawFunds_re_ent31(uint256),171,naming-convention,Info,,slither
buggy_9,TokenERC20.withdraw_balances_re_ent36(),376,naming-convention,Info,,slither
buggy_9,TokenERC20,272,naming-convention,Info,,slither
buggy_9,"TokenERC20.allowance(address,address)",268,naming-convention,Info,,slither
buggy_9,TokenERC20,170,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawBalance_re_ent19(),126,naming-convention,Info,,slither
buggy_9,TokenERC20.buyTicket_re_ent37(),89,naming-convention,Info,,slither
buggy_9,TokenERC20,289,naming-convention,Info,,slither
buggy_9,TokenERC20,148,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawFunds_re_ent38(uint256),223,naming-convention,Info,,slither
buggy_9,"TokenERC20.mint(address,uint256)",387,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawFunds_re_ent31(uint256),171,naming-convention,Info,,slither
buggy_9,Ownable.withdrawFunds_re_ent17(uint256),56,naming-convention,Info,,slither
buggy_9,TokenERC20,125,naming-convention,Info,,slither
buggy_9,TokenERC20.withdrawFunds_re_ent3(uint256),97,naming-convention,Info,,slither
buggy_9,TokenERC20,116,naming-convention,Info,,slither
buggy_9,TokenERC20,222,naming-convention,Info,,slither
buggy_9,TokenERC20,105,naming-convention,Info,,slither
buggy_9,TokenERC20.claimReward_re_ent25(),121,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.withdrawFunds_re_ent38(uint256),226,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.bug_re_ent27(),162,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.bug_re_ent20(),151,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.buyTicket_re_ent30(),314,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.callme_re_ent35(),399,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.buyTicket_re_ent23(),274,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.callme_re_ent7(),256,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.withdraw_balances_re_ent36(),377,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,Ownable.claimReward_re_ent32(),73,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.buyTicket_re_ent37(),90,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.claimReward_re_ent39(),358,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.callme_re_ent14(),292,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.withdrawBalance_re_ent19(),129,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.withdrawFunds_re_ent31(uint256),174,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,TokenERC20.claimReward_re_ent4(),241,reentrancy-unlimited-gas,Info,SWC-107,slither
buggy_9,"TokenERC20.transferBatch(address[],uint256[])",410,external-function,Info,,slither
buggy_10,DocumentSigner.bug_re_ent13(),40,arbitrary-send-eth,High,SWC-105,slither
buggy_10,DocumentSigner.bug_re_ent27(),103,arbitrary-send-eth,High,SWC-105,slither
buggy_10,DocumentSigner.callme_re_ent35(),58,arbitrary-send-eth,High,SWC-105,slither
buggy_10,DocumentSigner.bug_re_ent13(),40,reentrancy-eth,High,SWC-107,slither
buggy_10,DocumentSigner.withdrawBalance_re_ent40(),75,reentrancy-eth,High,SWC-107,slither
buggy_10,DocumentSigner.withdrawBalance_re_ent33(),90,reentrancy-eth,High,SWC-107,slither
buggy_10,DocumentSigner,22,uninitialized-state,High,SWC-109,slither
buggy_10,>=0.4.21<0.6.0,5,solc-version,Info,SWC-103,slither
buggy_10,,0,solc-version,Info,SWC-103,slither
buggy_10,DocumentSigner.withdrawBalance_re_ent40(),75,low-level-calls,Info,SWC-104,slither
buggy_10,DocumentSigner.bug_re_ent13(),40,low-level-calls,Info,SWC-104,slither
buggy_10,DocumentSigner.withdrawBalance_re_ent33(),90,low-level-calls,Info,SWC-104,slither
buggy_10,DocumentSigner.getHash(string),97,naming-convention,Info,,slither
buggy_10,DocumentSigner.withdrawBalance_re_ent33(),87,naming-convention,Info,,slither
